img_file_i,key,y,time
532,,0,20250930_164936
533,,0,20250930_164936
534,,0,20250930_164936
535,,0,20250930_164936
536,Button.right,2,20250930_164936
537,Button.right,2,20250930_164936
538,Button.right,2,20250930_164936
539,Button.right,2,20250930_164936
540,Button.right,2,20250930_164936
541,Button.right,2,20250930_164936
542,Button.right,2,20250930_164936
543,Button.right,2,20250930_164936
544,Button.right,2,20250930_164936
545,Button.right,2,20250930_164936
546,Button.right,2,20250930_164936
547,Button.right,2,20250930_164936
548,Button.right,2,20250930_164936
549,Button.right,2,20250930_164936
550,Button.left,1,20250930_164936
551,,0,20250930_164936
552,,0,20250930_164936
553,,0,20250930_164936
554,,0,20250930_164936
555,Button.right,2,20250930_164936
556,Button.right,2,20250930_164936
557,Button.right,2,20250930_164936
558,Button.right,2,20250930_164936
559,Button.right,2,20250930_164936
560,Button.right,2,20250930_164936
561,Button.right,2,20250930_164936
562,Button.right,2,20250930_164936
563,Button.right,2,20250930_164936
564,Button.right,2,20250930_164936
565,Button.right,2,20250930_164936
566,Button.right,2,20250930_164936
567,Button.right,2,20250930_164936
568,Button.right,2,20250930_164936
569,Button.right,2,20250930_164936
570,Button.right,2,20250930_164936
571,Button.right,2,20250930_164936
572,Button.right,2,20250930_164936
573,Button.right,2,20250930_164936
574,,0,20250930_164936
575,,0,20250930_164936
576,,0,20250930_164936
577,,0,20250930_164936
578,,0,20250930_164936
579,,0,20250930_164936
580,,0,20250930_164936
581,,0,20250930_164936
582,,0,20250930_164936
583,,0,20250930_164936
584,,0,20250930_164936
585,,0,20250930_164936
586,,0,20250930_164936
587,,0,20250930_164936
588,,0,20250930_164936
589,,0,20250930_164936
590,,0,20250930_164936
591,,0,20250930_164936
592,,0,20250930_164936
593,,0,20250930_164936
594,,0,20250930_164936
595,,0,20250930_164936
596,,0,20250930_164936
597,,0,20250930_164936
598,Button.left,1,20250930_164936
599,,0,20250930_164936
600,,0,20250930_164936
601,,0,20250930_164936
602,,0,20250930_164936
603,,0,20250930_164936
604,Button.right,2,20250930_164936
605,Button.right,2,20250930_164936
606,Button.right,2,20250930_164936
607,Button.right,2,20250930_164936
608,Button.right,2,20250930_164936
609,Button.right,2,20250930_164936
610,Button.right,2,20250930_164936
611,Button.right,2,20250930_164936
612,Button.right,2,20250930_164936
613,Button.right,2,20250930_164936
614,Button.right,2,20250930_164936
615,Button.right,2,20250930_164936
616,Button.right,2,20250930_164936
617,Button.right,2,20250930_164936
618,Button.right,2,20250930_164936
619,Button.right,2,20250930_164936
620,Button.right,2,20250930_164936
621,Button.right,2,20250930_164936
622,,0,20250930_164936
623,,0,20250930_164936
624,,0,20250930_164936
625,,0,20250930_164936
626,,0,20250930_164936
627,,0,20250930_164936
628,Button.right,2,20250930_164936
629,Button.right,2,20250930_164936
630,Button.right,2,20250930_164936
631,,0,20250930_164936
632,,0,20250930_164936
633,,0,20250930_164936
634,,0,20250930_164936
635,,0,20250930_164936
636,,0,20250930_164936
637,,0,20250930_164936
638,,0,20250930_164936
639,,0,20250930_164936
640,Button.right,2,20250930_164936
641,Button.right,2,20250930_164936
642,Button.right,2,20250930_164936
643,Button.right,2,20250930_164936
644,Button.right,2,20250930_164936
645,Button.right,2,20250930_164936
646,Button.right,2,20250930_164936
647,Button.right,2,20250930_164936
648,Button.right,2,20250930_164936
649,Button.right,2,20250930_164936
650,Button.right,2,20250930_164936
651,Button.right,2,20250930_164936
652,Button.right,2,20250930_164936
653,Button.right,2,20250930_164936
654,Button.right,2,20250930_164936
655,Button.right,2,20250930_164936
656,Button.right,2,20250930_164936
657,Button.right,2,20250930_164936
658,Button.right,2,20250930_164936
659,Button.right,2,20250930_164936
660,Button.right,2,20250930_164936
661,,0,20250930_164936
662,,0,20250930_164936
663,,0,20250930_164936
664,,0,20250930_164936
665,,0,20250930_164936
666,,0,20250930_164936
667,,0,20250930_164936
668,,0,20250930_164936
669,,0,20250930_164936
670,,0,20250930_164936
671,,0,20250930_164936
672,,0,20250930_164936
673,,0,20250930_164936
674,,0,20250930_164936
675,,0,20250930_164936
676,,0,20250930_164936
677,,0,20250930_164936
678,,0,20250930_164936
679,,0,20250930_164936
680,,0,20250930_164936
681,,0,20250930_164936
682,,0,20250930_164936
683,,0,20250930_164936
684,,0,20250930_164936
685,Button.left,1,20250930_164936
686,,0,20250930_164936
687,Button.right,2,20250930_164936
688,Button.right,2,20250930_164936
689,Button.right,2,20250930_164936
690,Button.right,2,20250930_164936
691,Button.right,2,20250930_164936
692,Button.right,2,20250930_164936
693,Button.right,2,20250930_164936
694,Button.right,2,20250930_164936
695,Button.right,2,20250930_164936
696,Button.right,2,20250930_164936
697,Button.right,2,20250930_164936
698,Button.right,2,20250930_164936
699,Button.right,2,20250930_164936
700,Button.right,2,20250930_164936
701,Button.right,2,20250930_164936
702,Button.right,2,20250930_164936
703,Button.right,2,20250930_164936
704,Button.right,2,20250930_164936
705,Button.right,2,20250930_164936
706,Button.right,2,20250930_164936
707,Button.right,2,20250930_164936
708,Button.right,2,20250930_164936
709,Button.right,2,20250930_164936
710,Button.right,2,20250930_164936
711,Button.right,2,20250930_164936
712,Button.right,2,20250930_164936
713,Button.right,2,20250930_164936
714,Button.left,1,20250930_164936
715,,0,20250930_164936
716,Button.left,1,20250930_164936
717,Button.left,1,20250930_164936
718,,0,20250930_164936
719,Button.left,1,20250930_164936
720,Button.left,1,20250930_164936
721,,0,20250930_164936
722,,0,20250930_164936
723,,0,20250930_164936
724,Button.right,2,20250930_164936
725,Button.right,2,20250930_164936
726,Button.right,2,20250930_164936
727,Button.right,2,20250930_164936
728,Button.right,2,20250930_164936
729,Button.right,2,20250930_164936
730,Button.right,2,20250930_164936
731,Button.right,2,20250930_164936
732,Button.right,2,20250930_164936
733,Button.right,2,20250930_164936
734,Button.right,2,20250930_164936
735,Button.right,2,20250930_164936
736,Button.right,2,20250930_164936
737,Button.right,2,20250930_164936
738,Button.right,2,20250930_164936
739,Button.right,2,20250930_164936
740,Button.right,2,20250930_164936
741,Button.right,2,20250930_164936
742,Button.right,2,20250930_164936
743,Button.right,2,20250930_164936
744,Button.right,2,20250930_164936
745,Button.right,2,20250930_164936
746,Button.right,2,20250930_164936
747,Button.right,2,20250930_164936
748,Button.right,2,20250930_164936
749,Button.right,2,20250930_164936
750,Button.right,2,20250930_164936
751,Button.right,2,20250930_164936
752,,0,20250930_164936
753,,0,20250930_164936
754,,0,20250930_164936
755,,0,20250930_164936
756,Button.right,2,20250930_164936
757,Button.right,2,20250930_164936
758,Button.right,2,20250930_164936
759,Button.right,2,20250930_164936
760,Button.right,2,20250930_164936
761,Button.right,2,20250930_164936
762,Button.right,2,20250930_164936
763,Button.right,2,20250930_164936
764,Button.right,2,20250930_164936
765,Button.right,2,20250930_164936
766,Button.left,1,20250930_164936
767,,0,20250930_164936
768,Button.left,1,20250930_164936
769,Button.left,1,20250930_164936
770,,0,20250930_164936
771,,0,20250930_164936
772,Button.left,1,20250930_164936
773,,0,20250930_164936
774,,0,20250930_164936
775,,0,20250930_164936
776,Button.right,2,20250930_164936
777,Button.right,2,20250930_164936
778,Button.right,2,20250930_164936
779,Button.right,2,20250930_164936
780,Button.right,2,20250930_164936
781,Button.right,2,20250930_164936
782,Button.right,2,20250930_164936
783,Button.right,2,20250930_164936
784,Button.right,2,20250930_164936
785,Button.right,2,20250930_164936
786,Button.right,2,20250930_164936
787,Button.right,2,20250930_164936
788,Button.right,2,20250930_164936
789,Button.right,2,20250930_164936
790,Button.right,2,20250930_164936
791,Button.right,2,20250930_164936
792,Button.right,2,20250930_164936
793,Button.right,2,20250930_164936
794,Button.right,2,20250930_164936
795,Button.right,2,20250930_164936
796,Button.right,2,20250930_164936
797,Button.right,2,20250930_164936
798,Button.right,2,20250930_164936
799,Button.right,2,20250930_164936
800,Button.right,2,20250930_164936
801,Button.right,2,20250930_164936
802,Button.right,2,20250930_164936
803,Button.right,2,20250930_164936
804,Button.right,2,20250930_164936
805,Button.right,2,20250930_164936
806,Button.right,2,20250930_164936
807,Button.right,2,20250930_164936
808,Button.right,2,20250930_164936
809,Button.left,1,20250930_164936
810,,0,20250930_164936
811,,0,20250930_164936
812,,0,20250930_164936
813,Button.right,2,20250930_164936
814,Button.right,2,20250930_164936
815,Button.right,2,20250930_164936
816,Button.right,2,20250930_164936
817,Button.right,2,20250930_164936
818,Button.right,2,20250930_164936
819,Button.right,2,20250930_164936
820,Button.right,2,20250930_164936
821,Button.right,2,20250930_164936
822,Button.right,2,20250930_164936
823,Button.right,2,20250930_164936
824,Button.right,2,20250930_164936
825,Button.right,2,20250930_164936
826,Button.right,2,20250930_164936
827,Button.right,2,20250930_164936
828,Button.right,2,20250930_164936
829,Button.right,2,20250930_164936
830,Button.right,2,20250930_164936
831,Button.right,2,20250930_164936
832,Button.right,2,20250930_164936
833,Button.right,2,20250930_164936
834,Button.right,2,20250930_164936
835,Button.right,2,20250930_164936
836,Button.right,2,20250930_164936
837,Button.right,2,20250930_164936
838,Button.right,2,20250930_164936
839,Button.right,2,20250930_164936
840,Button.right,2,20250930_164936
841,Button.right,2,20250930_164936
842,Button.right,2,20250930_164936
843,Button.right,2,20250930_164936
844,Button.right,2,20250930_164936
845,Button.right,2,20250930_164936
846,Button.right,2,20250930_164936
847,Button.right,2,20250930_164936
848,Button.right,2,20250930_164936
849,Button.right,2,20250930_164936
850,Button.right,2,20250930_164936
851,Button.right,2,20250930_164936
852,Button.right,2,20250930_164936
853,Button.right,2,20250930_164936
854,,0,20250930_164936
855,,0,20250930_164936
856,,0,20250930_164936
857,,0,20250930_164936
858,Button.left,1,20250930_164936
859,,0,20250930_164936
860,,0,20250930_164936
861,,0,20250930_164936
862,,0,20250930_164936
863,Button.right,2,20250930_164936
864,Button.right,2,20250930_164936
865,Button.right,2,20250930_164936
866,Button.right,2,20250930_164936
867,Button.right,2,20250930_164936
868,Button.right,2,20250930_164936
869,Button.right,2,20250930_164936
870,Button.right,2,20250930_164936
871,Button.right,2,20250930_164936
872,Button.right,2,20250930_164936
873,Button.right,2,20250930_164936
874,Button.right,2,20250930_164936
875,Button.right,2,20250930_164936
876,Button.right,2,20250930_164936
877,Button.right,2,20250930_164936
878,Button.right,2,20250930_164936
879,Button.right,2,20250930_164936
880,Button.right,2,20250930_164936
881,Button.right,2,20250930_164936
882,Button.right,2,20250930_164936
883,Button.right,2,20250930_164936
884,Button.right,2,20250930_164936
885,Button.right,2,20250930_164936
886,Button.right,2,20250930_164936
887,Button.right,2,20250930_164936
888,Button.right,2,20250930_164936
889,Button.right,2,20250930_164936
890,Button.right,2,20250930_164936
891,Button.right,2,20250930_164936
892,Button.right,2,20250930_164936
893,Button.right,2,20250930_164936
894,Button.right,2,20250930_164936
895,Button.right,2,20250930_164936
896,Button.right,2,20250930_164936
897,Button.right,2,20250930_164936
898,,0,20250930_164936
899,,0,20250930_164936
900,,0,20250930_164936
901,,0,20250930_164936
902,,0,20250930_164936
903,,0,20250930_164936
904,Button.left,1,20250930_164936
905,,0,20250930_164936
906,,0,20250930_164936
907,,0,20250930_164936
908,Button.right,2,20250930_164936
909,Button.right,2,20250930_164936
910,Button.right,2,20250930_164936
911,Button.right,2,20250930_164936
912,Button.right,2,20250930_164936
913,Button.right,2,20250930_164936
914,Button.right,2,20250930_164936
915,Button.right,2,20250930_164936
916,Button.right,2,20250930_164936
917,Button.right,2,20250930_164936
918,Button.right,2,20250930_164936
919,Button.right,2,20250930_164936
920,Button.right,2,20250930_164936
921,Button.right,2,20250930_164936
922,Button.right,2,20250930_164936
923,Button.right,2,20250930_164936
924,Button.right,2,20250930_164936
925,Button.right,2,20250930_164936
926,Button.right,2,20250930_164936
927,Button.left,1,20250930_164936
928,,0,20250930_164936
929,Button.right,2,20250930_164936
930,Button.right,2,20250930_164936
931,Button.right,2,20250930_164936
932,Button.right,2,20250930_164936
933,Button.right,2,20250930_164936
934,Button.right,2,20250930_164936
935,Button.right,2,20250930_164936
936,Button.right,2,20250930_164936
937,Button.right,2,20250930_164936
938,Button.right,2,20250930_164936
939,Button.right,2,20250930_164936
940,Button.right,2,20250930_164936
941,Button.right,2,20250930_164936
942,Button.right,2,20250930_164936
943,Button.right,2,20250930_164936
944,Button.right,2,20250930_164936
945,,0,20250930_164936
946,,0,20250930_164936
947,,0,20250930_164936
948,,0,20250930_164936
